company_name,domain,source_type,country,region_group,industry_label,website_url,wikidata_id,sitelinks,revenue_usd,employees,ranking_score,data_source,last_refreshed_on
Mulia Boga Raya,prochiz.com,seed,Indonesia,apac,consumer goods industry,http://www.prochiz.com,Q96100373,0,0.0,0,20.75,wikidata,2026-02-18
Merck,merck.co.id,seed,Indonesia,apac,consumer goods industry,http://www.merck.co.id,Q96472579,0,0.0,0,20.75,wikidata,2026-02-18
Mandom Indonesia,mandom.co.id,seed,Indonesia,apac,consumer goods industry,http://www.mandom.co.id,Q96472609,0,0.0,0,20.75,wikidata,2026-02-18
Magna Investama Mandiri,magnafinance.co.id,seed,Indonesia,apac,consumer goods industry,http://magnafinance.co.id/webmail,Q96100468,0,0.0,0,20.75,wikidata,2026-02-18
Integra Indocabinet,integrafurniture.co.id,seed,Indonesia,apac,consumer goods industry,http://www.integrafurniture.co.id,Q96472632,0,0.0,0,20.75,wikidata,2026-02-18
Indonesian Tobacco,indonesiantobacco.com,seed,Indonesia,apac,consumer goods industry,http://www.indonesiantobacco.com,Q96100344,0,0.0,0,20.75,wikidata,2026-02-18
Hartadinata Abadi,hartadinata.com,seed,Indonesia,apac,consumer goods industry,http://www.hartadinata.com,Q96472541,0,0.0,0,20.75,wikidata,2026-02-18
Era Mandiri Cemerlang,indonesiaseafood.net,seed,Indonesia,apac,consumer goods industry,http://www.indonesiaseafood.net,Q96100315,0,0.0,0,20.75,wikidata,2026-02-18
Diamond Food Indonesia,diamondfoodindonesia.com,seed,Indonesia,apac,consumer goods industry,http://www.diamondfoodindonesia.com,Q96100198,0,0.0,0,20.75,wikidata,2026-02-18
Cottonindo Ariesta,cottonindo.com,seed,Indonesia,apac,consumer goods industry,http://www.cottonindo.com,Q96472573,0,0.0,0,20.75,wikidata,2026-02-18
Chitose Internasional,chitose-indonesia.com,seed,Indonesia,apac,consumer goods industry,http://www.chitose-indonesia.com,Q96472519,0,0.0,0,20.75,wikidata,2026-02-18
Campina Ice Cream Industry,campina.co.id,seed,Indonesia,apac,consumer goods industry,http://www.campina.co.id,Q96100149,0,0.0,0,20.75,wikidata,2026-02-18
Cahaya Bintang Medan,cbm-furniture.com,seed,Indonesia,apac,consumer goods industry,http://www.cbm-furniture.com,Q96472517,0,0.0,0,20.75,wikidata,2026-02-18
Buyung Poetra Sembada,topikoki.com,seed,Indonesia,apac,consumer goods industry,http://www.topikoki.com,Q96100296,0,0.0,0,20.75,wikidata,2026-02-18
Budi Starch & Sweetener,budistarchsweetener.com,seed,Indonesia,apac,consumer goods industry,http://www.budistarchsweetener.com,Q96100139,0,0.0,0,20.75,wikidata,2026-02-18
Bentoel International Investama,bentoelgroup.com,seed,Indonesia,apac,consumer goods industry,http://www.bentoelgroup.com,Q96100610,0,0.0,0,20.75,wikidata,2026-02-18
Akasha Wira International,akashainternational.com,seed,Indonesia,apac,consumer goods industry,http://www.akashainternational.com,Q96099933,0,0.0,0,20.75,wikidata,2026-02-18
Innisfree,innisfree.co.kr,seed,South Korea,apac,cosmetics industry,http://www.innisfree.co.kr/,Q16176002,12,0.0,0,20.71,wikidata,2026-02-18
Innisfree,innisfree.com,seed,South Korea,apac,cosmetics industry,https://www.innisfree.com,Q16176002,12,0.0,0,20.71,wikidata,2026-02-18
Acqua di Parma,acquadiparma.com,seed,Italy,europe,cosmetics industry,http://www.acquadiparma.com/,Q2056628,12,0.0,0,20.71,wikidata,2026-02-18
Hengan International,hengan.com,seed,China,apac,hygiene,http://www.hengan.com/,Q5714244,11,0.0,0,20.63,wikidata,2026-02-18
Natura Cosméticos S.A.,natura.com.br,seed,Brazil,americas,cosmetics industry,https://www.natura.com.br/,Q3131210,10,0.0,0,20.55,wikidata,2026-02-18
Johann Maria Farina gegenüber dem Jülichs-Platz,farina1709.com,seed,Germany,europe,cosmetics industry,http://www.farina1709.com,Q650195,10,0.0,0,20.55,wikidata,2026-02-18
Rosenthal,rosenthal.de,seed,Germany,europe,Manufacture of ceramic household and ornamental articles,http://www.rosenthal.de/,Q461222,9,0.0,0,20.47,wikidata,2026-02-18
KOSÉ Corporation,kose.co.jp,seed,Japan,apac,personal care product,http://www.kose.co.jp/,Q18857532,9,0.0,0,20.47,wikidata,2026-02-18
Fonterra,fonterra.com,seed,New Zealand,apac,dairying,http://www.fonterra.com,Q946370,21,0.0,0,20.43,wikidata,2026-02-18
Davidoff,davidoff.com,seed,Switzerland,europe,tobacco industry,http://davidoff.com/age-gate,Q501422,21,0.0,0,20.43,wikidata,2026-02-18
Natura & Co,naturaeco.com,seed,Brazil,americas,cosmetics industry,https://www.naturaeco.com/,Q130331887,8,0.0,0,20.39,wikidata,2026-02-18
Etude House,etudehouse.com,seed,South Korea,apac,cosmetics industry,https://www.etudehouse.com/,Q16174973,8,0.0,0,20.39,wikidata,2026-02-18
Felsenau Brewery,felsenau.ch,seed,Switzerland,europe,beverage industry,https://www.felsenau.ch,Q900178,3,0.0,9,20.39,wikidata,2026-02-18
Ricola,ricola.com,seed,Switzerland,europe,food industry,https://www.ricola.com/,Q521499,20,0.0,0,20.35,wikidata,2026-02-18
FrieslandCampina,frieslandcampina.com,seed,Netherlands,europe,dairy industry,http://www.frieslandcampina.com/,Q248711,20,0.0,0,20.35,wikidata,2026-02-18
Campari Group,camparigroup.com,seed,Italy,europe,beverage industry,https://www.camparigroup.com,Q753685,20,0.0,0,20.35,wikidata,2026-02-18
Inglot cosmetics,inglot.pl,seed,Poland,europe,cosmetics industry,https://inglot.pl,Q5420712,7,0.0,0,20.31,wikidata,2026-02-18
Inglot cosmetics,com.ru,seed,Poland,europe,cosmetics industry,https://shop.inglot.com.ru/,Q5420712,7,0.0,0,20.31,wikidata,2026-02-18
Zott SE & Co. KG,zott-dairy.com,seed,Germany,europe,food industry,http://www.zott-dairy.com,Q226908,19,0.0,0,20.27,wikidata,2026-02-18
Löwenbräu Brewery,loewenbraeu.de,seed,Germany,europe,food and tobacco industry,http://www.loewenbraeu.de,Q256392,19,0.0,0,20.27,wikidata,2026-02-18
Coca-Cola HBC,coca-colahellenic.com,seed,Switzerland,europe,food industry,http://www.coca-colahellenic.com/,Q1104910,19,0.0,0,20.27,wikidata,2026-02-18
Nature Republic,naturerepublic.com,seed,South Korea,apac,cosmetics industry,https://www.naturerepublic.com/,Q16935507,6,0.0,0,20.23,wikidata,2026-02-18
Nature Republic,naturerepublicusa.com,seed,South Korea,apac,cosmetics industry,https://www.naturerepublicusa.com/,Q16935507,6,0.0,0,20.23,wikidata,2026-02-18
Mäurer & Wirtz,m-w.de,seed,Germany,europe,cosmetics industry,http://www.m-w.de/,Q879124,6,0.0,0,20.23,wikidata,2026-02-18
Eisenberg Paris,eisenberg.com,seed,France,europe,cosmetics industry,http://www.eisenberg.com,Q16966916,6,0.0,0,20.23,wikidata,2026-02-18
Sinalco,sinalco.com,seed,Germany,europe,food and tobacco industry,http://www.sinalco.com,Q707412,18,0.0,0,20.19,wikidata,2026-02-18
Djarum,djarum.com,seed,Indonesia,apac,tobacco industry,http://www.djarum.com,Q1209119,18,0.0,0,20.19,wikidata,2026-02-18
Century Pacific Food,centurypacific.com.ph,seed,Philippines,apac,food processing,http://www.centurypacific.com.ph/,Q18345141,18,0.0,0,20.19,wikidata,2026-02-18
Montserrat,montserrat-chocolate.eu,seed,Belgium,europe,"manufacture of cocoa, chocolate and sugar confectionery",https://www.montserrat-chocolate.eu,Q34120209,1,0.0,8,20.1659,wikidata,2026-02-18
LR Health & Beauty Systems,lrworld.com,seed,Germany,europe,cosmetics industry,http://www.lrworld.com,Q834977,5,0.0,0,20.15,wikidata,2026-02-18
Lise Watier,lisewatier.com,seed,Canada,americas,cosmetics industry,http://www.lisewatier.com/,Q3242538,5,0.0,0,20.15,wikidata,2026-02-18
Lise Watier,watier.com,seed,Canada,americas,cosmetics industry,https://watier.com/,Q3242538,5,0.0,0,20.15,wikidata,2026-02-18
Kiko Milano,kikocosmetics.com,seed,Italy,europe,cosmetics industry,https://www.kikocosmetics.com/,Q3812045,5,0.0,0,20.15,wikidata,2026-02-18
ICI Paris XL,iciparisxl.be,seed,Netherlands,europe,cosmetics industry,https://www.iciparisxl.be/,Q769749,5,0.0,0,20.15,wikidata,2026-02-18
ICI Paris XL,iciparisxl.lu,seed,Netherlands,europe,cosmetics industry,https://www.iciparisxl.lu/,Q769749,5,0.0,0,20.15,wikidata,2026-02-18
ICI Paris XL,iciparisxl.nl,seed,Netherlands,europe,cosmetics industry,https://www.iciparisxl.nl/,Q769749,5,0.0,0,20.15,wikidata,2026-02-18
Fancl Corporation,fancl.co.jp,seed,Japan,apac,cosmetics industry,http://www.fancl.co.jp/,Q11332202,5,0.0,0,20.15,wikidata,2026-02-18
DXN,dxn2u.com,seed,Malaysia,apac,personal care product,http://www.dxn2u.com/,Q5206703,5,0.0,0,20.15,wikidata,2026-02-18
Martini & Rossi,martini.com,seed,Italy,europe,"distilling, rectifying and blending of spirits",http://www.martini.com/,Q2300932,17,0.0,0,20.11,wikidata,2026-02-18
Louis Dreyfus Group,louisdreyfus.com,seed,France,europe,agricultural and food trade,http://www.louisdreyfus.com/,Q833111,17,0.0,0,20.11,wikidata,2026-02-18
Efes Beverage Group,anadoluefes.com,seed,Turkey,europe,brewery,http://www.anadoluefes.com,Q2729871,17,0.0,0,20.11,wikidata,2026-02-18
Staub,staub.fr,seed,Belgium,europe,manufacture of household metal articles,http://www.staub.fr,Q17144169,4,0.0,0,20.07,wikidata,2026-02-18
Splash Corporation,splash.com.ph,seed,Philippines,apac,personal care product,http://www.splash.com.ph/,Q17047180,4,0.0,0,20.07,wikidata,2026-02-18
O Boticário,boticario.com,seed,Brazil,americas,cosmetics industry,https://www.boticario.com/,Q7073219,4,0.0,0,20.07,wikidata,2026-02-18
Mane SA,mane.com,seed,France,europe,cosmetics industry,https://www.mane.com/,Q3285626,4,0.0,0,20.07,wikidata,2026-02-18
Lenthéric,lentheric.com,seed,France,europe,cosmetics industry,http://www.lentheric.com,Q6523325,4,0.0,0,20.07,wikidata,2026-02-18
Kahla/Thüringen Porzellan GmbH,kahlaporzellan.com,seed,Germany,europe,Manufacture of ceramic household and ornamental articles,http://www.kahlaporzellan.com/,Q1718381,4,0.0,0,20.07,wikidata,2026-02-18
Hutschenreuther,hutschenreuther.com,seed,Germany,europe,Manufacture of ceramic household and ornamental articles,http://www.hutschenreuther.com,Q430822,4,0.0,0,20.07,wikidata,2026-02-18
Ella Baché,ellabache.com,seed,France,europe,cosmetics industry,http://www.ellabache.com,Q5364466,4,0.0,0,20.07,wikidata,2026-02-18
Ottogi,ottogi.co.kr,seed,South Korea,apac,food processing,http://www.ottogi.co.kr/,Q625852,16,0.0,0,20.03,wikidata,2026-02-18
Neuhaus,neuhauschocolates.com,seed,Belgium,europe,food industry,https://www.neuhauschocolates.com,Q1813801,16,0.0,0,20.03,wikidata,2026-02-18
Companyia cervesera del Montseny,cervesamontseny.cat,seed,Spain,europe,beverage industry,https://cervesamontseny.cat/,Q21086737,1,0.0,6,20.0131,wikidata,2026-02-18
Ĭsa Knox,isaknox.co.kr,seed,South Korea,apac,cosmetics industry,http://www.isaknox.co.kr/,Q8080013,3,0.0,0,19.99,wikidata,2026-02-18
Ziaja,ziaja.com,seed,Poland,europe,cosmetics industry,https://ziaja.com,Q9390905,3,0.0,0,19.99,wikidata,2026-02-18
Ziaja,ziajaonline.co.uk,seed,Poland,europe,cosmetics industry,https://ziajaonline.co.uk/,Q9390905,3,0.0,0,19.99,wikidata,2026-02-18
SimplySiti,simplysiti.com.my,seed,Malaysia,apac,cosmetics industry,https://www.simplysiti.com.my,Q7520975,3,0.0,0,19.99,wikidata,2026-02-18
Rituals,rituals.com,seed,Netherlands,europe,cosmetics industry,https://www.rituals.com/,Q62874140,3,0.0,0,19.99,wikidata,2026-02-18
Klosterfrau Melissengeist,klosterfrau.de,seed,Germany,europe,cosmetics industry,http://klosterfrau.de,Q1776388,3,0.0,0,19.99,wikidata,2026-02-18
NutriAsia,nutriasia.com,seed,Philippines,apac,food processing,https://nutriasia.com/,Q85790037,15,0.0,0,19.95,wikidata,2026-02-18
KT&G,ktng.com,seed,South Korea,apac,tobacco industry,http://www.ktng.com/,Q497054,15,0.0,0,19.95,wikidata,2026-02-18
Krones AG,krones.com,seed,Germany,europe,food industry,https://www.krones.com/,Q705337,15,0.0,0,19.95,wikidata,2026-02-18
BRF,brf-br.com,seed,Brazil,americas,food industry,http://www.brf-br.com,Q899097,15,0.0,0,19.95,wikidata,2026-02-18
August Storck KG,storck.com,seed,Germany,europe,food industry,https://www.storck.com/,Q566814,15,0.0,0,19.95,wikidata,2026-02-18
Pupa Milano,pupa.it,seed,Italy,europe,cosmetics industry,http://www.pupa.it,Q3925875,2,0.0,0,19.91,wikidata,2026-02-18
proWIN,prowin.net,seed,Germany,europe,personal care product,https://www.prowin.net/,Q24025269,2,0.0,0,19.91,wikidata,2026-02-18
poterie du Mesnil de Bavent,poterie-bavent.com,seed,France,europe,Manufacture of ceramic household and ornamental articles,https://www.poterie-bavent.com/,Q21427812,2,0.0,0,19.91,wikidata,2026-02-18
Nocibé,nocibe.fr,seed,France,europe,cosmetics industry,http://www.nocibe.fr/,Q3342592,2,0.0,0,19.91,wikidata,2026-02-18
Granado,granado.com.br,seed,Brazil,americas,cosmetics industry,https://www.granado.com.br,Q9698089,2,0.0,0,19.91,wikidata,2026-02-18
Ed. Pinaud,ed-pinaud.com,seed,France,europe,cosmetics industry,http://ed-pinaud.com/,Q50826850,2,0.0,0,19.91,wikidata,2026-02-18
Bayankala,bayankala.com,seed,China,apac,cosmetics industry,http://www.bayankala.com/,Q4874312,2,0.0,0,19.91,wikidata,2026-02-18
Albion,albion.co.jp,seed,Japan,apac,cosmetics industry,https://www.albion.co.jp/,Q17192252,2,0.0,0,19.91,wikidata,2026-02-18
ThaiBev,thaibev.com,seed,Thailand,apac,beverage industry,http://www.thaibev.com/,Q15304350,14,0.0,0,19.87,wikidata,2026-02-18
Oettinger Brewery,oettinger1731.de,seed,Germany,europe,food and tobacco industry,https://oettinger1731.de/,Q562552,14,0.0,0,19.87,wikidata,2026-02-18
Mengniu Dairy,mengniu.com.cn,seed,China,apac,dairy industry,https://www.mengniu.com.cn/,Q985475,14,0.0,0,19.87,wikidata,2026-02-18
McCain Foods,mccain.com,seed,Canada,americas,frozen food,http://www.mccain.com/,Q944414,14,0.0,0,19.87,wikidata,2026-02-18
Birra Ichnusa,birraichnusa.it,seed,Italy,europe,brewery,http://www.birraichnusa.it,Q2099630,14,0.0,0,19.87,wikidata,2026-02-18
Beijing Yanjing Brewery,yanjing.com.cn,seed,China,apac,brewery,http://www.yanjing.com.cn,Q2060769,14,0.0,0,19.87,wikidata,2026-02-18
AmBev,ambev.com.br,seed,Brazil,americas,beverage industry,http://www.ambev.com.br,Q2142669,14,0.0,0,19.87,wikidata,2026-02-18
Trade Secrets,tradesecrets.ca,seed,Canada,americas,cosmetics industry,https://tradesecrets.ca/,Q7831971,1,0.0,0,19.83,wikidata,2026-02-18
Skins,skins.nl,seed,Netherlands,europe,cosmetics industry,https://www.skins.nl,Q130745552,1,0.0,0,19.83,wikidata,2026-02-18
Shobido,shobido-corp.co.jp,seed,Japan,apac,cosmetics industry,https://www.shobido-corp.co.jp/,Q125794919,1,0.0,0,19.83,wikidata,2026-02-18
Saje Natural Wellness,saje.com,seed,Canada,americas,cosmetics industry,http://saje.com/,Q44631749,1,0.0,0,19.83,wikidata,2026-02-18
Rachel K,rachelkcosmetics.com,seed,Singapore,apac,cosmetics industry,http://www.rachelkcosmetics.com/,Q17077228,1,0.0,0,19.83,wikidata,2026-02-18
Laverana GmbH & Co. KG,laverana.com,seed,Germany,europe,cosmetics industry,https://www.laverana.com/,Q132097375,1,0.0,0,19.83,wikidata,2026-02-18
Klier Hair Group,klierhairgroup.de,seed,Germany,europe,cosmetics industry,https://klierhairgroup.de/,Q1465159,1,0.0,0,19.83,wikidata,2026-02-18
"Guangzhou Blue Moon Industrial Co., Ltd",bluemoon.com.cn,seed,China,apac,detergent industry,https://www.bluemoon.com.cn/,Q10284305,1,0.0,0,19.83,wikidata,2026-02-18
Dabao,dabao.com,seed,China,apac,cosmetics industry,https://www.dabao.com/,Q109411893,1,0.0,0,19.83,wikidata,2026-02-18
Coreana Cosmetics,coreana.com,seed,South Korea,apac,cosmetics industry,https://www.coreana.com/,Q130381170,1,0.0,0,19.83,wikidata,2026-02-18
Contém1g,contem1g.com.br,seed,Brazil,americas,cosmetics industry,http://www.contem1g.com.br/,Q18481181,1,0.0,0,19.83,wikidata,2026-02-18
Cativa Natureza,cativanatureza.com.br,seed,Brazil,americas,personal care product,http://www.cativanatureza.com.br/?idioma=en,Q17481020,1,0.0,0,19.83,wikidata,2026-02-18
Biodermal,biodermal.nl,seed,Netherlands,europe,cosmetics industry,https://www.biodermal.nl/,Q101628028,1,0.0,0,19.83,wikidata,2026-02-18
Yili Group,yili.com,seed,China,apac,dairy,https://www.yili.com/,Q1231406,13,0.0,0,19.79,wikidata,2026-02-18
Vinamilk,vinamilk.com.vn,seed,Vietnam,apac,food industry,http://www.vinamilk.com.vn,Q1519175,13,0.0,0,19.79,wikidata,2026-02-18
Olam Group Limited,olamgroup.com,seed,France,europe,food industry,https://www.olamgroup.com,Q5950695,13,0.0,0,19.79,wikidata,2026-02-18
Maple Leaf Foods,mapleleaf.ca,seed,Canada,americas,food processing,http://www.mapleleaf.ca/,Q2709101,13,0.0,0,19.79,wikidata,2026-02-18
Japan Tobacco International,jti.com,seed,Switzerland,europe,tobacco industry,http://www.jti.com,Q397401,13,0.0,0,19.79,wikidata,2026-02-18
Hacker-Pschorr Brewery,hacker-pschorr.de,seed,Germany,europe,food and tobacco industry,https://www.hacker-pschorr.de/,Q568684,13,0.0,0,19.79,wikidata,2026-02-18
Group Lala,lala.com.mx,seed,Mexico,americas,food industry,http://www.lala.com.mx/,Q2855873,13,0.0,0,19.79,wikidata,2026-02-18
Yaqi Brush,yqbrush.cn,seed,China,apac,personal care product,http://www.yqbrush.cn,Q77146064,0,0.0,0,19.75,wikidata,2026-02-18
Thin Lizzy,thinlizzy.co.nz,seed,New Zealand,apac,cosmetics industry,https://www.thinlizzy.co.nz,Q71916710,0,0.0,0,19.75,wikidata,2026-02-18
Senjo Color GmbH,senjo-color.de,seed,Germany,europe,cosmetics industry,https://senjo-color.de/,Q136649653,0,0.0,0,19.75,wikidata,2026-02-18
PRISM+,prismplus.com.au,seed,Singapore,apac,household hardware,https://prismplus.com.au/,Q134122919,0,0.0,0,19.75,wikidata,2026-02-18
PRISM+,prismplus.my,seed,Singapore,apac,household hardware,https://prismplus.my/,Q134122919,0,0.0,0,19.75,wikidata,2026-02-18
PRISM+,prismplus.sg,seed,Singapore,apac,household hardware,https://prismplus.sg,Q134122919,0,0.0,0,19.75,wikidata,2026-02-18
PRISM+,prismplus.ph,seed,Singapore,apac,household hardware,https://www.prismplus.ph/,Q134122919,0,0.0,0,19.75,wikidata,2026-02-18
Perfumy.pl,perfumy.pl,seed,Poland,europe,cosmetics industry,https://perfumy.pl/,Q137645604,0,0.0,0,19.75,wikidata,2026-02-18
Organo Gold,organogold.com,seed,Canada,americas,personal care product,http://www.organogold.com,Q33539937,0,0.0,0,19.75,wikidata,2026-02-18
NWorld,thealphanetworld.com,seed,Philippines,apac,personal care product,https://thealphanetworld.com/,Q38125950,0,0.0,0,19.75,wikidata,2026-02-18
Nisha Manufacturing,nishamanufacturing.com,seed,Poland,europe,cosmetics industry,https://www.nishamanufacturing.com,Q136563739,0,0.0,0,19.75,wikidata,2026-02-18
New Era Health Industry Group,5dgz.com,seed,China,apac,personal care product,http://www.5dgz.com/,Q30127393,0,0.0,0,19.75,wikidata,2026-02-18
Mussofi,mussofi.com,seed,France,europe,cosmetics industry,https://mussofi.com/,Q126876143,0,0.0,0,19.75,wikidata,2026-02-18
MovLabs,movlabs.co,seed,Canada,americas,personal care product,https://movlabs.co,Q137712361,0,0.0,0,19.75,wikidata,2026-02-18
Marco Aldany,marcoaldany.com,seed,Spain,europe,cosmetics industry,https://www.marcoaldany.com,Q112095114,0,0.0,0,19.75,wikidata,2026-02-18
Mahogany,mahogany.com.br,seed,Brazil,americas,cosmetics industry,https://www.mahogany.com.br/,Q127264469,0,0.0,0,19.75,wikidata,2026-02-18
LAB46 GmbH,lab46.de,seed,Germany,europe,personal care product,https://lab46.de,Q136555801,0,0.0,0,19.75,wikidata,2026-02-18
Kurves Beauty,kurvesbeauty.com,seed,Canada,americas,beauty salon,https://kurvesbeauty.com/,Q137438694,0,0.0,0,19.75,wikidata,2026-02-18
Kurves Beauty,kurvesbrowbar.com,seed,Canada,americas,beauty salon,https://kurvesbrowbar.com/,Q137438694,0,0.0,0,19.75,wikidata,2026-02-18
Juchheim Cosmetics,juchheim-methode.de,seed,Germany,europe,cosmetics industry,https://www.juchheim-methode.de,Q123095803,0,0.0,0,19.75,wikidata,2026-02-18
IVI Ryo Corporation,ivi.com.ph,seed,Philippines,apac,cosmetics industry,http://www.ivi.com.ph/,Q19604433,0,0.0,0,19.75,wikidata,2026-02-18
Itens de Casa,melhoresitensdecasa.com.br,seed,Brazil,americas,household,https://melhoresitensdecasa.com.br/,Q115766302,0,0.0,0,19.75,wikidata,2026-02-18
Immunotec,immunotec.com,seed,Canada,americas,personal care product,http://www.immunotec.com,Q30059378,0,0.0,0,19.75,wikidata,2026-02-18
Guinot,guinot.com,seed,France,europe,cosmetics industry,https://www.guinot.com,Q123408957,0,0.0,0,19.75,wikidata,2026-02-18
Fazbulous,fazbulous.com,seed,Malaysia,apac,cosmetics industry,https://www.fazbulous.com/,Q113318736,0,0.0,0,19.75,wikidata,2026-02-18
Eurocosmesi,eurocosmesi.com,seed,Italy,europe,cosmetics industry,https://www.eurocosmesi.com/,Q121083499,0,0.0,0,19.75,wikidata,2026-02-18
Esthetic Health,esthetichealth.be,seed,Netherlands,europe,cosmetics industry,https://www.esthetichealth.be/,Q58870843,0,0.0,0,19.75,wikidata,2026-02-18
Esthetic Health,esthetichealth.nl,seed,Netherlands,europe,cosmetics industry,https://www.esthetichealth.nl/,Q58870843,0,0.0,0,19.75,wikidata,2026-02-18
Esthetic Center,esthetic-center.com,seed,France,europe,cosmetics industry,https://www.esthetic-center.com/,Q123321775,0,0.0,0,19.75,wikidata,2026-02-18
Bissú Cosméticos,bissu.com,seed,Mexico,americas,cosmetics industry,https://bissu.com/,Q130466489,0,0.0,0,19.75,wikidata,2026-02-18
