company_name,domain,source_type,country,region_group,industry_label,website_url,wikidata_id,sitelinks,revenue_usd,employees,ranking_score,data_source,last_refreshed_on
Miyoko's Creamery,miyokos.com,seed,United States,us,food industry,https://miyokos.com/,Q85846680,1,0.0,0,26.33,wikidata,2026-02-18
Metabolife,metabolife.com,seed,United States,us,food industry,http://www.metabolife.com,Q6822354,1,0.0,0,26.33,wikidata,2026-02-18
Mercury Brewing Company,ipswichalebrewery.com,seed,United States,us,brewery,https://www.ipswichalebrewery.com/,Q6818600,1,0.0,0,26.33,wikidata,2026-02-18
"Marathon Enterprises, Inc.",sabrett.com,seed,United States,us,food industry,http://www.sabrett.com/,Q6755006,1,0.0,0,26.33,wikidata,2026-02-18
Maola,maolamilk.com,seed,United States,us,food,http://www.maolamilk.com,Q6753646,1,0.0,0,26.33,wikidata,2026-02-18
Manhattan Special,manhattanspecial.com,seed,United States,us,beverage industry,http://www.manhattanspecial.com/index.html,Q6749309,1,0.0,0,26.33,wikidata,2026-02-18
Louis Trauth Dairy,trauthdairy.com,seed,United States,us,dairy,http://www.trauthdairy.com,Q6688287,1,0.0,0,26.33,wikidata,2026-02-18
Lone Buffalo Winery,lonebuffalovineyards.com,seed,United States,us,beverage industry,http://www.lonebuffalovineyards.com/,Q17440883,1,0.0,0,26.33,wikidata,2026-02-18
Little Duck Organics,littleduckorganics.com,seed,United States,us,organic food,http://www.littleduckorganics.com,Q25041525,1,0.0,0,26.33,wikidata,2026-02-18
LightLife,lightlife.com,seed,United States,us,food manufacturing,http://lightlife.com/,Q17082168,1,0.0,0,26.33,wikidata,2026-02-18
Lifeway Foods,lifewaykefir.com,seed,United States,us,food industry,http://www.lifewaykefir.com/,Q6545549,1,0.0,0,26.33,wikidata,2026-02-18
Liberty Coca-Cola Beverages,libertycoke.com,seed,United States,us,beverage industry,http://www.libertycoke.com/,Q99964421,1,0.0,0,26.33,wikidata,2026-02-18
LesserEvil,lesserevil.com,seed,United States,us,food industry,http://www.lesserevil.com/,Q6531463,1,0.0,0,26.33,wikidata,2026-02-18
Leprino Foods,leprinofoods.com,seed,United States,us,food manufacturing,http://www.leprinofoods.com/,Q17039493,1,0.0,0,26.33,wikidata,2026-02-18
Lava Lake Land & Livestock,lavalakelamb.com,seed,United States,us,food distribution,http://www.lavalakelamb.com,Q6502206,1,0.0,0,26.33,wikidata,2026-02-18
Latin Flavors,latin-flavors.com,seed,United States,us,food industry,http://www.latin-flavors.com,Q6496318,1,0.0,0,26.33,wikidata,2026-02-18
Lance Inc.,lance.com,seed,United States,us,food industry,https://www.lance.com/,Q6483430,1,0.0,0,26.33,wikidata,2026-02-18
Kyäni,kyani.net,seed,United States,us,food industry,http://www.kyani.net/,Q11982768,1,0.0,0,26.33,wikidata,2026-02-18
Kunzler & Company,kunzler.com,seed,United States,us,food processing,http://www.kunzler.com,Q6445190,1,0.0,0,26.33,wikidata,2026-02-18
Kemps,kemps.com,seed,United States,us,food,http://www.kemps.com,Q19903369,1,0.0,0,26.33,wikidata,2026-02-18
Justin's,justins.com,seed,United States,us,food industry,http://www.justins.com/,Q25326853,1,0.0,0,26.33,wikidata,2026-02-18
Juice Plus+,juiceplus.com,seed,United States,us,food industry,http://www.juiceplus.com,Q6978224,1,0.0,0,26.33,wikidata,2026-02-18
Jones Dairy Farm,jonesdairyfarm.com,seed,United States,us,dairy product,http://www.jonesdairyfarm.com/home.aspx,Q6275190,1,0.0,0,26.33,wikidata,2026-02-18
Jennie-O,jennieo.com,seed,United States,us,food industry,https://www.jennieo.com,Q6177935,1,0.0,0,26.33,wikidata,2026-02-18
Jel Sert,jelsert.com,seed,United States,us,beverage industry,http://www.jelsert.com,Q6176603,1,0.0,0,26.33,wikidata,2026-02-18
Jefferson City Coca-Cola Bottling Company,jccoke.com,seed,United States,us,beverage industry,https://jccoke.com/,Q100934212,1,0.0,0,26.33,wikidata,2026-02-18
Izze Beverage Company,izze.com,seed,United States,us,beverage industry,http://www.izze.com,Q16850746,1,0.0,0,26.33,wikidata,2026-02-18
Imperial Sugar,imperialsugar.com,seed,United States,us,food industry,http://www.imperialsugar.com/,Q6006894,1,0.0,0,26.33,wikidata,2026-02-18
Humboldt Creamery,humboldtcreamery.com,seed,United States,us,dairy,http://www.humboldtcreamery.com,Q5940314,1,0.0,0,26.33,wikidata,2026-02-18
Horizon Organic,horizondairy.com,seed,United States,us,dairy,http://www.horizondairy.com/,Q5903464,1,0.0,0,26.33,wikidata,2026-02-18
Hollandia Produce,livegourmet.com,seed,United States,us,food industry,http://livegourmet.com,Q5881168,1,0.0,0,26.33,wikidata,2026-02-18
Hint Water,drinkhint.com,seed,United States,us,beverage industry,https://www.drinkhint.com/,Q5767501,1,0.0,0,26.33,wikidata,2026-02-18
Herlocher Foods,herlocherfoods.com,seed,United States,us,food processing,http://herlocherfoods.com/,Q16995270,1,0.0,0,26.33,wikidata,2026-02-18
Heluva Good!,heluvagood.com,seed,United States,us,food,http://www.heluvagood.com,Q19903318,1,0.0,0,26.33,wikidata,2026-02-18
Grote & Weigel,groteandweigel.com,seed,United States,us,food processing,http://www.groteandweigel.com/,Q5610676,1,0.0,0,26.33,wikidata,2026-02-18
Great Lakes Coca-Cola Bottling,greatlakescocacola.com,seed,United States,us,beverage industry,http://www.greatlakescocacola.com/,Q99561675,1,0.0,0,26.33,wikidata,2026-02-18
Full Circle Brewing Co.,fullcirclebrewing.com,seed,United States,us,beverage industry,https://www.fullcirclebrewing.com/,Q111508787,1,0.0,0,26.33,wikidata,2026-02-18
Foosackly's,foosacklys.net,seed,United States,us,food,https://foosacklys.net/,Q5465716,1,0.0,0,26.33,wikidata,2026-02-18
Flagship Food Group,flagshipfoodgroup.com,seed,United States,us,food processing,http://www.flagshipfoodgroup.com/,Q21178732,1,0.0,0,26.33,wikidata,2026-02-18
Finlandia Cheese,finlandiacheese.com,seed,United States,us,dairy industry,https://www.finlandiacheese.com/,Q11859611,1,0.0,0,26.33,wikidata,2026-02-18
Empire Kosher,empirekosher.com,seed,United States,us,food distribution,http://www.empirekosher.com,Q5374091,1,0.0,0,26.33,wikidata,2026-02-18
Dr. Praeger’s Sensible Foods,drpraegers.com,seed,United States,us,natural food,https://drpraegers.com/,Q5304329,1,0.0,0,26.33,wikidata,2026-02-18
Doumak,doumak.com,seed,United States,us,food industry,https://www.doumak.com/,Q5302248,1,0.0,0,26.33,wikidata,2026-02-18
Dog Rose Brewing Company,dogrosebrewing.com,seed,United States,us,brewery,https://www.dogrosebrewing.com/,Q126891184,1,0.0,0,26.33,wikidata,2026-02-18
Dakota Growers,dakotagrowers.com,seed,United States,us,food industry,http://www.dakotagrowers.com/,Q5210016,1,0.0,0,26.33,wikidata,2026-02-18
Crooked Goat Brewing,crookedgoatbrewing.com,seed,United States,us,beverage industry,https://www.crookedgoatbrewing.com/petaluma,Q123684013,1,0.0,0,26.33,wikidata,2026-02-18
Country Crock,countrycrock.com,seed,United States,us,food,http://www.countrycrock.com/,Q5177262,1,0.0,0,26.33,wikidata,2026-02-18
Cometeer,cometeer.com,seed,United States,us,food and beverage,https://cometeer.com/,Q111718008,1,0.0,0,26.33,wikidata,2026-02-18
Clover Stornetta Farms,cloverstornetta.com,seed,United States,us,dairy,http://cloverstornetta.com/,Q5135909,1,0.0,0,26.33,wikidata,2026-02-18
Clover Food Lab,cloverfoodlab.com,seed,United States,us,food industry,https://www.cloverfoodlab.com/,Q5135882,1,0.0,0,26.33,wikidata,2026-02-18
Cawy Bottling Company,cawy.net,seed,United States,us,beverage industry,http://www.cawy.net,Q16956179,1,0.0,0,26.33,wikidata,2026-02-18
Cabot Creamery,cabotcheese.coop,seed,United States,us,food processing,http://www.cabotcheese.coop/,Q5015773,1,0.0,0,26.33,wikidata,2026-02-18
Bonn Group of Industries,bonn.in,seed,India,india,food industry,http://www.bonn.in/,Q17020632,1,0.0,0,26.33,wikidata,2026-02-18
Big Heart Pet Brands,bigheartpet.com,seed,United States,us,food industry,http://www.bigheartpet.com/,Q16984318,1,0.0,0,26.33,wikidata,2026-02-18
Bellisio Foods,bellisiofoods.com,seed,United States,us,food industry,http://www.bellisiofoods.com/,Q4884054,1,0.0,0,26.33,wikidata,2026-02-18
Bebida Beverage Company,bebevco.com,seed,United States,us,beverage industry,http://bebevco.com/,Q16839622,1,0.0,0,26.33,wikidata,2026-02-18
Balford Farms,balford.com,seed,United States,us,food,http://www.balford.com,Q19865511,1,0.0,0,26.33,wikidata,2026-02-18
Archway Cookies,archwaycookies.com,seed,United States,us,food industry,http://www.archwaycookies.com,Q4787369,1,0.0,0,26.33,wikidata,2026-02-18
American Manufacturing and Packaging,arcdiversified.com,seed,United States,us,food processing,http://www.arcdiversified.com/,Q4744396,1,0.0,0,26.33,wikidata,2026-02-18
Adina World Beat Beverages,adinaworld.com,seed,United States,us,beverage industry,http://www.adinaworld.com/,Q4682884,1,0.0,0,26.33,wikidata,2026-02-18
Abarta Coca-Cola Beverages,abartacocacola.com,seed,United States,us,beverage industry,https://abartacocacola.com/,Q101107971,1,0.0,0,26.33,wikidata,2026-02-18
"A. Zerega's Sons, Inc.",zerega.com,seed,United States,us,food industry,http://www.zerega.com,Q4648552,1,0.0,0,26.33,wikidata,2026-02-18
A-Treat Bottling Company,a-treat.com,seed,United States,us,beverage industry,https://www.a-treat.com/,Q4646953,1,0.0,0,26.33,wikidata,2026-02-18
Unimer Group,unimergroup.com,seed,United States,us,seafood,http://www.unimergroup.com,Q114437297,0,0.0,0,26.25,wikidata,2026-02-18
The Sola Company,thesolacompany.com,seed,United States,us,food industry,https://thesolacompany.com/,Q115216973,0,0.0,0,26.25,wikidata,2026-02-18
Sartori Cheese,sartoricheese.com,seed,United States,us,dairy,https://www.sartoricheese.com/,Q130647027,0,0.0,0,26.25,wikidata,2026-02-18
Real American Beer,therealamerican.com,seed,United States,us,beverage industry,https://therealamerican.com,Q136169052,0,0.0,0,26.25,wikidata,2026-02-18
Pista House,pistahouse.in,seed,India,india,food industry,https://www.pistahouse.in,Q123377238,0,0.0,0,26.25,wikidata,2026-02-18
Mama Faith’s LLC.,mamafaiths.com,seed,United States,us,food processing,https://mamafaiths.com/,Q98092804,0,0.0,0,26.25,wikidata,2026-02-18
Loopini,eatloopini.com,seed,United States,us,food industry,https://eatloopini.com/,Q133823135,0,0.0,0,26.25,wikidata,2026-02-18
Kamrupa Dairy,kamrupa.in,seed,India,india,dairy product,http://www.kamrupa.in,Q21121390,0,0.0,0,26.25,wikidata,2026-02-18
Jusuru International,jusuru.com,seed,United States,us,food industry,http://www.jusuru.com/,Q30060777,0,0.0,0,26.25,wikidata,2026-02-18
Ike's Love and Sandwiches,ikessandwich.com,seed,United States,us,food industry,https://www.ikessandwich.com/,Q112028897,0,0.0,0,26.25,wikidata,2026-02-18
HLTH Code,gethlth.com,seed,United States,us,food industry,https://gethlth.com,Q137611657,0,0.0,0,26.25,wikidata,2026-02-18
Hawksbill Brewing Company,hawksbillbrewing.com,seed,United States,us,brewery,https://www.hawksbillbrewing.com/,Q93763697,0,0.0,0,26.25,wikidata,2026-02-18
HAP daily,hapdaily.com,seed,India,india,dairy industry,https://www.hapdaily.com/,Q127441800,0,0.0,0,26.25,wikidata,2026-02-18
Gopal Snacks,gopalnamkeen.com,seed,India,india,food industry,https://www.gopalnamkeen.com,Q124813124,0,0.0,0,26.25,wikidata,2026-02-18
GoodDot,gooddot.in,seed,India,india,food industry,https://gooddot.in/,Q111165780,0,0.0,0,26.25,wikidata,2026-02-18
Golden State Trailers,goldenstatetrailers.com,seed,United States,us,food truck,https://goldenstatetrailers.com,Q137360815,0,0.0,0,26.25,wikidata,2026-02-18
"Floyd Wilcox & Sons, Inc.",wilcoxfresh.com,seed,United States,us,food processing,http://www.wilcoxfresh.com/,Q5462569,0,0.0,0,26.25,wikidata,2026-02-18
fleksa,fleksa.com,seed,India,india,food technology,https://www.fleksa.com,Q116685407,0,0.0,0,26.25,wikidata,2026-02-18
Entirely Emmy,entirelyemmy.com,seed,United States,us,food blogging,https://entirelyemmy.com/,Q137927130,0,0.0,0,26.25,wikidata,2026-02-18
Cirkul,drinkcirkul.com,seed,United States,us,beverage industry,https://www.drinkcirkul.com,Q126962896,0,0.0,0,26.25,wikidata,2026-02-18
Chews-4-Health International,chews4health.com,seed,United States,us,food industry,http://www.chews4health.com,Q47034942,0,0.0,0,26.25,wikidata,2026-02-18
Chaayos,chaayos.com,seed,India,india,food industry,https://chaayos.com/,Q117235235,0,0.0,0,26.25,wikidata,2026-02-18
Casa de Montecristo Cigar Bar,seriouscigars.com,seed,United States,us,tobacco smoking,https://www.seriouscigars.com/,Q113384070,0,0.0,0,26.25,wikidata,2026-02-18
Carrington Farms,carringtonfarms.com,seed,United States,us,food industry,https://www.carringtonfarms.com/,Q137481731,0,0.0,0,26.25,wikidata,2026-02-18
Canidae Pet Food,canidae.com,seed,United States,us,food,https://www.canidae.com/,Q110153308,0,0.0,0,26.25,wikidata,2026-02-18
Bar & Cocoa,barandcocoa.com,seed,United States,us,Specialty food,https://barandcocoa.com,Q135553212,0,0.0,0,26.25,wikidata,2026-02-18
Back to the Roots,backtotheroots.com,seed,United States,us,food industry,http://backtotheroots.com/,Q36928077,0,0.0,0,26.25,wikidata,2026-02-18
ARIIX,ariix.com,seed,United States,us,food industry,http://www.ariix.com,Q30222003,0,0.0,0,26.25,wikidata,2026-02-18
AliveMax,alivemax.com,seed,United States,us,food industry,https://www.alivemax.com,Q33851944,0,0.0,0,26.25,wikidata,2026-02-18
4Life Research,4life.com,seed,United States,us,food industry,http://www.4life.com,Q29964071,0,0.0,0,26.25,wikidata,2026-02-18
Superdrug,superdrug.com,seed,United Kingdom,uk,cosmetics industry,https://superdrug.com,Q7643261,6,0.0,0,26.23,wikidata,2026-02-18
Yardley of London,yardleylondon.com,seed,United Kingdom,uk,personal care product,http://www.yardleylondon.com/,Q8049290,5,0.0,0,26.15,wikidata,2026-02-18
Puig,puig.com,seed,Spain,europe,cosmetics industry,https://www.puig.com,Q3410623,16,0.0,4483,26.1423,wikidata,2026-02-18
Greggs,greggs.co.uk,seed,United Kingdom,uk,food industry,https://www.greggs.co.uk/,Q3403981,15,0.0,0,25.95,wikidata,2026-02-18
Ahmad Tea,ahmadtea.com,seed,United Kingdom,uk,food industry,https://ahmadtea.com/,Q4033598,15,0.0,0,25.95,wikidata,2026-02-18
The Perfume Shop,theperfumeshop.com,seed,United Kingdom,uk,cosmetics industry,https://www.theperfumeshop.com/,Q7756719,2,0.0,0,25.91,wikidata,2026-02-18
Neal's Yard Remedies,nealsyardremedies.com,seed,United Kingdom,uk,personal care product,https://www.nealsyardremedies.com/,Q6984027,2,0.0,0,25.91,wikidata,2026-02-18
Lipsy Limited,lipsy.co.uk,seed,United Kingdom,uk,cosmetics industry,http://www.lipsy.co.uk,Q107313639,2,0.0,0,25.91,wikidata,2026-02-18
Lipsy Limited,next.co.uk,seed,United Kingdom,uk,cosmetics industry,https://www.next.co.uk/lipsy,Q107313639,2,0.0,0,25.91,wikidata,2026-02-18
Tetley,tetley.com,seed,United Kingdom,uk,food,http://www.tetley.com/,Q2425276,14,0.0,0,25.87,wikidata,2026-02-18
Vie at Home,vieathome.com,seed,United Kingdom,uk,cosmetics industry,http://www.vieathome.com/,Q7928246,1,0.0,0,25.83,wikidata,2026-02-18
Montagne Jeunesse,montagnejeunesse.com,seed,United Kingdom,uk,cosmetics industry,http://www.montagnejeunesse.com,Q6904029,1,0.0,0,25.83,wikidata,2026-02-18
United Biscuits,unitedbiscuits.com,seed,United Kingdom,uk,food processing,http://unitedbiscuits.com,Q3178170,13,0.0,0,25.79,wikidata,2026-02-18
PURESEOUL,pureseoul.co.uk,seed,United Kingdom,uk,cosmetics industry,https://pureseoul.co.uk/,Q130304965,0,0.0,0,25.75,wikidata,2026-02-18
Pippa of London,pippaoflondon.co.uk,seed,United Kingdom,uk,cosmetics industry,https://www.pippaoflondon.co.uk,Q97342443,0,0.0,0,25.75,wikidata,2026-02-18
Fragrance Direct,fragrancedirect.co.uk,seed,United Kingdom,uk,cosmetics industry,http://www.fragrancedirect.co.uk,Q44941890,0,0.0,0,25.75,wikidata,2026-02-18
Beauty Formulation Ltd,beautyformulation.com,seed,United Kingdom,uk,cosmetics industry,https://www.beautyformulation.com,Q134880590,0,0.0,0,25.75,wikidata,2026-02-18
Beauty Favours,beautyfavours.com,seed,United Kingdom,uk,cosmetics industry,https://www.beautyfavours.com,Q134876991,0,0.0,0,25.75,wikidata,2026-02-18
Kerry Group,kerrygroup.com,seed,Ireland,europe,food industry,https://www.kerrygroup.com,Q253967,11,0.0,23000,25.7364,wikidata,2026-02-18
Marfrig,marfrig.com.br,seed,Brazil,americas,food industry,http://www.marfrig.com.br,Q3064573,8,0.0,33318,25.7218,wikidata,2026-02-18
Aesop,aesop.com,seed,Australia,australia,cosmetics industry,https://www.aesop.com/,Q4688560,9,0.0,0,25.72,wikidata,2026-02-18
Whyte and Mackay,whyteandmackay.co.uk,seed,United Kingdom,uk,beverage industry,http://www.whyteandmackay.co.uk/,Q1725351,12,0.0,0,25.71,wikidata,2026-02-18
Walkers,walkers.co.uk,seed,United Kingdom,uk,food industry,https://walkers.co.uk/walkershome/,Q1296097,11,0.0,0,25.63,wikidata,2026-02-18
Froneri,froneri.com,seed,United Kingdom,uk,food industry,https://www.froneri.com/,Q7273233,11,0.0,0,25.63,wikidata,2026-02-18
William Grant & Sons,williamgrant.com,seed,United Kingdom,uk,beverage industry,http://www.williamgrant.com,Q2490031,10,0.0,0,25.55,wikidata,2026-02-18
Tunnock's,tunnocks.co.uk,seed,United Kingdom,uk,food,http://www.tunnocks.co.uk/,Q7853348,10,0.0,0,25.55,wikidata,2026-02-18
Nutricia,nutricia.com,seed,Netherlands,europe,dairy industry,https://www.nutricia.com/,Q2104662,13,0.0,12888,25.5443,wikidata,2026-02-18
Friesland Foods,frieslandfoods.nl,seed,Netherlands,europe,dairy industry,http://www.frieslandfoods.nl,Q1332311,11,0.0,15312,25.4891,wikidata,2026-02-18
Tate & Lyle,tateandlyle.co.uk,seed,United Kingdom,uk,food processing,http://www.tateandlyle.co.uk/,Q2395492,8,0.0,0,25.39,wikidata,2026-02-18
Premier Foods,premierfoods.co.uk,seed,United Kingdom,uk,food industry,http://www.premierfoods.co.uk/,Q7240301,8,0.0,0,25.39,wikidata,2026-02-18
Greene King,greeneking.co.uk,seed,United Kingdom,uk,food and tobacco industry,https://www.greeneking.co.uk/,Q5564162,8,0.0,0,25.39,wikidata,2026-02-18
Britvic,britvic.com,seed,United Kingdom,uk,beverage industry,https://www.britvic.com/,Q4971696,8,0.0,0,25.39,wikidata,2026-02-18
Bakkavör,bakkavor.com,seed,United Kingdom,uk,food manufacturing,https://www.bakkavor.com,Q2064018,8,0.0,0,25.39,wikidata,2026-02-18
Thorntons,thorntons.co.uk,seed,United Kingdom,uk,food industry,https://www.thorntons.co.uk/,Q683102,7,0.0,0,25.31,wikidata,2026-02-18
H. P. Bulmer,bulmers.co.uk,seed,United Kingdom,uk,beverage industry,http://www.bulmers.co.uk,Q1329485,7,0.0,0,25.31,wikidata,2026-02-18
Jurlique,jurlique.com,seed,Australia,australia,cosmetics industry,https://jurlique.com,Q17008691,3,0.0,0,25.24,wikidata,2026-02-18
Liebig's Extract of Meat Company,liebig.fr,seed,United Kingdom,uk,food and tobacco industry,https://www.liebig.fr,Q700517,6,0.0,0,25.23,wikidata,2026-02-18
Lea & Perrins,leaandperrins.co.uk,seed,United Kingdom,uk,food industry,https://www.leaandperrins.co.uk/,Q6508164,6,0.0,0,25.23,wikidata,2026-02-18
British Sugar,britishsugar.co.uk,seed,United Kingdom,uk,food and tobacco industry,http://www.britishsugar.co.uk,Q4971114,6,0.0,0,25.23,wikidata,2026-02-18
Bass Brewery,bass.com,seed,United Kingdom,uk,food and tobacco industry,http://www.bass.com/,Q532084,6,0.0,0,25.23,wikidata,2026-02-18
Jequiti,jequiti.com.br,seed,Brazil,americas,cosmetics industry,https://www.jequiti.com.br/,Q10306675,1,0.0,7000,25.2132,wikidata,2026-02-18
Virgin Drinks,virgindrinks.com,seed,United Kingdom,uk,beverage industry,http://www.virgindrinks.com,Q4013949,5,0.0,0,25.15,wikidata,2026-02-18
Innocent Drinks,innocentdrinks.co.uk,seed,United Kingdom,uk,beverage industry,https://www.innocentdrinks.co.uk/,Q1664118,5,0.0,0,25.15,wikidata,2026-02-18
Huntley & Palmers,huntleyandpalmers.com,seed,United Kingdom,uk,food industry,https://www.huntleyandpalmers.com/,Q836679,5,0.0,0,25.15,wikidata,2026-02-18
Ginsters,ginsters.co.uk,seed,United Kingdom,uk,food,https://www.ginsters.co.uk,Q5563270,5,0.0,0,25.15,wikidata,2026-02-18
Dairy Crest,dairycrest.co.uk,seed,United Kingdom,uk,dairy industry,http://www.dairycrest.co.uk,Q5209561,5,0.0,0,25.15,wikidata,2026-02-18
Indofarma,indofarma.id,seed,Indonesia,apac,consumer goods industry,http://www.indofarma.id,Q12486484,1,0.0,1179,25.1306,wikidata,2026-02-18
Pescanova,nuevapescanova.com,seed,Spain,europe,food industry,http://www.nuevapescanova.com/,Q3326932,9,0.0,10000,25.0701,wikidata,2026-02-18
Weetabix Limited,weetabix.com,seed,United Kingdom,uk,food industry,https://www.weetabix.com/,Q7979632,4,0.0,0,25.07,wikidata,2026-02-18
Fever-Tree,fever-tree.com,seed,United Kingdom,uk,beverage industry,https://www.fever-tree.com/,Q16980636,4,0.0,0,25.07,wikidata,2026-02-18
Crosse & Blackwell,crosseandblackwell.co.uk,seed,United Kingdom,uk,food and tobacco industry,https://www.crosseandblackwell.co.uk/,Q5188535,4,0.0,0,25.07,wikidata,2026-02-18
Crosse & Blackwell,crosseandblackwell.co.za,seed,United Kingdom,uk,food and tobacco industry,https://www.crosseandblackwell.co.za/,Q5188535,4,0.0,0,25.07,wikidata,2026-02-18
Crosse & Blackwell,crosseandblackwell.com,seed,United Kingdom,uk,food and tobacco industry,https://www.crosseandblackwell.com/,Q5188535,4,0.0,0,25.07,wikidata,2026-02-18
Castle Rock Brewery,castlerockbrewery.co.uk,seed,United Kingdom,uk,beverage industry,https://www.castlerockbrewery.co.uk/,Q5050272,4,0.0,0,25.07,wikidata,2026-02-18
Douwe Egberts,jacobsdouweegberts.com,seed,Netherlands,europe,food industry,https://www.jacobsdouweegberts.com/,Q1252809,11,0.0,7579,25.0615,wikidata,2026-02-18
GoHygiene Australia,gohygiene.com.au,seed,Australia,australia,hygiene,https://gohygiene.com.au,Q137727385,0,0.0,0,25.0,wikidata,2026-02-18
Become International,becomebeauty.com,seed,Australia,australia,personal care product,http://www.becomebeauty.com,Q33854128,0,0.0,0,25.0,wikidata,2026-02-18
The Smith's Snackfood Company,smiths.com.au,seed,United Kingdom,uk,food and tobacco industry,http://www.smiths.com.au,Q7764913,3,0.0,0,24.99,wikidata,2026-02-18
Samworth Brothers,samworthbrothers.co.uk,seed,United Kingdom,uk,food,https://www.samworthbrothers.co.uk/,Q7413153,3,0.0,0,24.99,wikidata,2026-02-18
Rachel's Organic,rachelsorganic.co.uk,seed,United Kingdom,uk,organic food,http://www.rachelsorganic.co.uk/,Q7279122,3,0.0,0,24.99,wikidata,2026-02-18
Jordans,jordanscereals.co.uk,seed,United Kingdom,uk,food industry,http://www.jordanscereals.co.uk,Q3183731,3,0.0,0,24.99,wikidata,2026-02-18
Jacksons of Piccadilly,jacksonsofpiccadilly.co.uk,seed,United Kingdom,uk,beverage industry,http://www.jacksonsofpiccadilly.co.uk/,Q6117882,3,0.0,0,24.99,wikidata,2026-02-18
Godfrey Phillips India,godfreyphillips.com,seed,United Kingdom,uk,tobacco industry,https://www.godfreyphillips.com/,Q17053668,3,0.0,0,24.99,wikidata,2026-02-18
Fox's Biscuits,foxs-biscuits.co.uk,seed,United Kingdom,uk,food manufacturing,http://www.foxs-biscuits.co.uk,Q5476491,3,0.0,0,24.99,wikidata,2026-02-18
Cranswick plc,cranswick.plc.uk,seed,United Kingdom,uk,food,http://www.cranswick.plc.uk/,Q5182270,3,0.0,0,24.99,wikidata,2026-02-18
Copella,copellafruitjuice.co.uk,seed,United Kingdom,uk,beverage industry,https://copellafruitjuice.co.uk/,Q5168442,3,0.0,0,24.99,wikidata,2026-02-18
2 Sisters Food Group,2sfg.com,seed,United Kingdom,uk,food manufacturing,http://www.2sfg.com/,Q4633377,3,0.0,0,24.99,wikidata,2026-02-18
Campina,campina.com,seed,Netherlands,europe,food industry,http://www.campina.com/,Q1031144,10,0.0,7099,24.9418,wikidata,2026-02-18
Wyke Farms,wykefarms.com,seed,United Kingdom,uk,dairy,https://www.wykefarms.com/,Q30686812,2,0.0,0,24.91,wikidata,2026-02-18
VFC,vfcfoods.com,seed,United Kingdom,uk,vegan food,https://vfcfoods.com,Q110728545,2,0.0,0,24.91,wikidata,2026-02-18
Upper Crust,uppercrust.co.uk,seed,United Kingdom,uk,Food and drink,https://uppercrust.co.uk/,Q7898585,2,0.0,0,24.91,wikidata,2026-02-18
Upper Crust,uppercrust-baguettes.com,seed,United Kingdom,uk,Food and drink,https://www.uppercrust-baguettes.com,Q7898585,2,0.0,0,24.91,wikidata,2026-02-18
Timothy Taylor's,timothytaylor.co.uk,seed,United Kingdom,uk,brewery,http://www.timothytaylor.co.uk/,Q7807560,2,0.0,0,24.91,wikidata,2026-02-18
Scott's Porage Oats,scottsporage.com,seed,United Kingdom,uk,food industry,https://scottsporage.com/,Q7435826,2,0.0,0,24.91,wikidata,2026-02-18
Riverford,riverford.co.uk,seed,United Kingdom,uk,food industry,https://www.riverford.co.uk,Q7338179,2,0.0,0,24.91,wikidata,2026-02-18
Patak's,pataks.co.uk,seed,United Kingdom,uk,food processing,https://pataks.co.uk/,Q7144176,2,0.0,0,24.91,wikidata,2026-02-18
Mr. Simm's Olde Sweet Shoppe,mrsimms.co,seed,United Kingdom,uk,confectionery store,https://mrsimms.co/,Q24960010,2,0.0,0,24.91,wikidata,2026-02-18
Moy Park,moypark.com,seed,United Kingdom,uk,food industry,http://www.moypark.com/,Q23461796,2,0.0,0,24.91,wikidata,2026-02-18
Milk Link,milklink.com,seed,United Kingdom,uk,dairy,http://www.milklink.com,Q6857995,2,0.0,0,24.91,wikidata,2026-02-18
Hovis,hovisbakery.co.uk,seed,United Kingdom,uk,food and tobacco industry,http://www.hovisbakery.co.uk/,Q5917245,2,0.0,0,24.91,wikidata,2026-02-18
Euro Foods,eurofoods.co.uk,seed,United Kingdom,uk,food distribution,http://www.eurofoods.co.uk/,Q18636302,2,0.0,0,24.91,wikidata,2026-02-18
East of England Co-operative Society,eastofengland.coop,seed,United Kingdom,uk,food industry,https://www.eastofengland.coop,Q5329759,2,0.0,0,24.91,wikidata,2026-02-18
Dalgety plc,picgenus.com,seed,United Kingdom,uk,agricultural and food trade,http://na.picgenus.com,Q5210845,2,0.0,0,24.91,wikidata,2026-02-18
Compass Box,compassboxwhisky.com,seed,United Kingdom,uk,beverage industry,https://www.compassboxwhisky.com/,Q2990378,2,0.0,0,24.91,wikidata,2026-02-18
Clydebank Co-operative Society,realco-op.co.uk,seed,United Kingdom,uk,food industry,https://www.realco-op.co.uk,Q5137069,2,0.0,0,24.91,wikidata,2026-02-18
Birds Bakery,birdsbakery.com,seed,United Kingdom,uk,food industry,https://birdsbakery.com/,Q63001935,2,0.0,0,24.91,wikidata,2026-02-18
BFS Group Ltd,3663.co.uk,seed,United Kingdom,uk,foodservice distributor,http://www.3663.co.uk,Q4835535,2,0.0,0,24.91,wikidata,2026-02-18
Baxters,baxters.com,seed,United Kingdom,uk,food processing,http://www.baxters.com,Q4873875,2,0.0,0,24.91,wikidata,2026-02-18
